PassengerId,Survived,Pclass,Sex,Embarked,Title,FamilySize,AgeCategory
871,0,3,1,1,1,0,2
872,1,1,0,1,3,2,2
873,0,1,1,1,1,0,2
874,0,3,1,1,1,0,2
875,1,2,0,3,3,1,2
876,1,3,0,3,2,0,1
877,0,3,1,1,1,0,1
878,0,3,1,1,1,0,1
879,0,3,1,1,1,0,2
880,1,1,0,3,3,1,3
881,1,2,0,1,3,1,1
882,0,3,1,1,1,0,2
883,0,3,0,1,2,0,1
884,0,2,1,1,1,0,2
885,0,3,1,1,1,0,1
886,0,3,0,2,3,5,2
887,0,2,1,1,6,0,2
888,1,1,0,1,2,0,1
889,0,3,0,1,2,3,2
890,1,1,1,3,1,0,2
891,0,3,1,2,1,0,2
